,inner_title,inner_link,inner_image,min_number,min_price,min_content
315,知更鳥12年單一純麥威士忌700ml,https://www.609.com.tw/Product/112048,https://www.609.com.tw/Images/11威士忌/知更鳥12年.jpg,112048,"NT$1,499/瓶",Redbreast是愛爾蘭蒸餾廠生產的單鍋蒸餾愛爾蘭威士忌品牌。它最初是由都柏林的烈酒商人吉爾貝（Gilbeys）使用詹姆森（Jackson）鮑德街蒸餾廠（Bow Street Distillery）所蒸餾出來的。在1980年代，該品牌被詹姆森愛爾蘭威士忌酒的生產商愛爾蘭蒸餾酒公司收購。世界上銷量最大的單鍋威士忌仍然是愛爾蘭威士忌在米德爾頓（Midleton）從發芽和未發芽的大麥中蒸餾出來，然後在美國橡木波本酒桶和西班牙橡木Oloroso雪利酒桶的組合中成熟。香氣:堅果，濃郁，有乾果皮，生薑，亞麻子和水果（包括少許瓜類）的香氣。口感:堅果和柑橘（果皮和果汁），帶有小杏仁餅，乾果和雪利酒的味道。餘韻:悠長，些許香料味。
316,雅沐特泥煤雙桶單一麥芽威士忌700ml,https://www.609.com.tw/Product/110100217,https://www.609.com.tw/Images/11威士忌/雅沐特泥煤雙桶.jpg,110100217,"NT$3,999/瓶",Amrut distillery 的前身為於 1948 成立的 Amrut Laboratories，由 Shri J N Radhakrishna 建立，業務為酒精飲品的調配及裝瓶。Amrut 於五六十年代主力生產一款名為 Amrut XXX 的 Rum 酒及一款稱為  Silver Cup 的白蘭地，銷售對象為印度軍方及大眾市場。Amrut 於七十年代銷售一款用本地葡萄 Bangalore Blue 釀製的白蘭地 Bejois，Amrut 本身最初並不是生產威士忌的，這情況一直至八十年代開始才有所改變。從80年代才開始蒸餾、研發的雅沐特威士忌酒廠，在十年前首度在英國蘇格蘭格拉斯高發表其第一款單一麥芽威士忌，短短數年的時間便驚豔全球酒饕，令各大知名酒評家迷醉。雅沐特泥煤原酒在波特桶(Port pipe)中熟成的品項一直以來是少之又少，而這一次，雅沐特再次推出了以兩桶single Cask 勾兌而成的「雙桶」系列時，便是選用一桶ex-bourbon與一桶 Port pipe 勾兌而成，而這兩桶都是使用100%蘇格蘭煙燻泥煤大麥並於班加羅爾炎熱的天氣中熟成，風味十分的迷人。優雅的莓果與水果乾香氣，融合泥煤的強勁，相當適合入秋的這個季節，推薦給大家。香氣:純淨的泥煤氣息，夾帶著淺淡的花香與太妃糖的氣息。靜置一段時間後，慢慢釋放出熱帶水果與香草的香甜口感:溫和的甜蜜氣息，來自波特桶的草莓香甜令人愉悅。在感受到泥煤味前，一些柑橘，檸檬與奶油的香氣交織成曼妙的舞曲尾韻:香草，黑巧克力與燉煮過的水梨，尾韻綿長，令人細細回味
317,雅沐特Fusion融合單一純麥威士忌700ml,https://www.609.com.tw/Product/110780,https://www.609.com.tw/Images/11威士忌/雅沐特fusion融合.jpg,110780,"NT$1,399/瓶",雅沐特酒廠有限公司的歷史幾乎和印度獨立後的年代一樣悠久，在過去的60年間奠定成為全世界有名的經濟領導者之一，雅沐特酒業也相同的在其經營規模上有著顯著的成長。雅沐特釀酒廠有限公司於1948年創立，當時投資的金額僅僅只有幾十萬盧幣(將近7萬台幣)，創辦人是已故Shri J.N. Radhakrishna Rao Jagdale(簡稱J.N.R.)，在創辦人的帶領之下，雅沐特酒廠非常快速的成長，成為市場上最受喜愛的印度製造酒供應商。雅沐特何以能凌駕於蘇格蘭登上世界的頂峰，首要因素在蒸餾廠位置，印度班加羅爾氣候炎熱，威士忌熟成時間更快，每年蒸發更大量的Angels Share，相較蘇格蘭酒廠每年散失1.5～2%的原酒，他卻高達12%，也因此取名為Amrut－－印度文中的貪婪天使，象徵他超越年份、超越產區的卓越品質。再者，雅沐特威士忌精心挑選的無泥煤大麥，是採用生長在印度西北的旁遮普邦和拉賈斯坦邦的大麥，前者是由喜馬拉雅山脈雪水融化匯集的象泉河河水灌溉栽種，寒冷的冬天和炎熱的夏天交替，能製造出濃郁風味品質獨特的大麥，麥芽處理廠則是在齋浦爾及德里，處理後運到位在德干高原海拔3000英尺的蒸餾廠，在高級橡木桶熟成至少三年。在蘇格蘭主導的威士忌世界中，雅沐特帶來一股新興風味，其帶有類似日本的線香風味，並有蘇格蘭威士忌的厚實酒體，甫上市就掀起全球品酩者熱烈討論。香氣:豐厚深刻的橡木桶氣息、引人入勝的麥芽香甜；淡淡煙燻氣息隱現，整體風味醇厚而誘人口感:強烈豐厚的煙燻與飽滿的泥煤氣息，些許雪莉風味；卡士達、香草知甜美引出源源不絕的麥芽與果香；巧克力軟糖的香氣於味蕾湧現尾韻:泡芙班輕柔口感伴隨些許泥煤、木桶乾爽氣息，絲毫不違和，蜜糖的甜美帶來令人滿足的餘味，多種香料的芬芳，活潑地跳耀於舌尖，將尾韻提升至完美@LINE友專屬彩蛋專區：即日起至3/26前以LINE@ 1:1訊息回答名叫天后阿妹第15張專輯名稱也是她卑南族名字叫做是？？？回答正確者小編會回覆OK再於門市出示訊息後即享1318購買本週9509- Amrut雅沐特Fusion融合單一純麥威士忌一瓶@
318,雅沐特泥煤單一純麥威士忌700ml,https://www.609.com.tw/Product/110781,https://www.609.com.tw/Images/11威士忌/雅沐特泥煤.jpg,110781,"NT$1,670/瓶",雅沐特酒廠有限公司的歷史幾乎和印度獨立後的年代一樣悠久，在過去的60年間奠定成為全世界有名的經濟領導者之一，雅沐特酒業也相同的在其經營規模上有著顯著的成長。雅沐特釀酒廠有限公司於1948年創立，當時投資的金額僅僅只有幾十萬盧幣(將近7萬台幣)，創辦人是已故Shri J.N. Radhakrishna Rao Jagdale(簡稱J.N.R.)，在創辦人的帶領之下，雅沐特酒廠非常快速的成長，成為市場上最受喜愛的印度製造酒供應商。雅沐特何以能凌駕於蘇格蘭登上世界的頂峰，首要因素在蒸餾廠位置，印度班加羅爾氣候炎熱，威士忌熟成時間更快，每年蒸發更大量的Angels Share，相較蘇格蘭酒廠每年散失1.5～2%的原酒，他卻高達12%，也因此取名為Amrut－－印度文中的貪婪天使，象徵他超越年份、超越產區的卓越品質。再者，雅沐特威士忌精心挑選的無泥煤大麥，是採用生長在印度西北的旁遮普邦和拉賈斯坦邦的大麥，前者是由喜馬拉雅山脈雪水融化匯集的象泉河河水灌溉栽種，寒冷的冬天和炎熱的夏天交替，能製造出濃郁風味品質獨特的大麥，麥芽處理廠則是在齋浦爾及德里，處理後運到位在德干高原海拔3000英尺的蒸餾廠，在高級橡木桶熟成至少三年。在蘇格蘭主導的威士忌世界中，雅沐特帶來一股新興風味，其帶有類似日本的線香風味，並有蘇格蘭威士忌的厚實酒體，甫上市就掀起全球品酩者熱烈討論。香氣:乾爽獨特的泥煤氣息，帶有些許皮革味以及柑橘果香口感:入口後蜜糖的甜美與泥煤氣息掀起另一波驚喜!乾爽而芬芳的氣息提升了香甜的層次感尾韻:餘韻純淨而有深度，四平八穩，典雅而均衡，蘇格蘭奶油餅乾以及香草風味，縈繞著泥煤氣息
319,雅沐特波本單桶原酒單一純麥威士忌700ml,https://www.609.com.tw/Product/1108001,https://www.609.com.tw/Images/11威士忌/雅沐特波本單桶原酒.jpg,1108001,"NT$2,999/瓶",雅沐特酒廠有限公司的歷史幾乎和印度獨立後的年代一樣悠久，在過去的60年間奠定成為全世界有名的經濟領導者之一，雅沐特酒業也相同的在其經營規模上有著顯著的成長。雅沐特釀酒廠有限公司於1948年創立，當時投資的金額僅僅只有幾十萬盧幣(將近7萬台幣)，創辦人是已故Shri J.N. Radhakrishna Rao Jagdale(簡稱J.N.R.)，在創辦人的帶領之下，雅沐特酒廠非常快速的成長，成為市場上最受喜愛的印度製造酒供應商。雅沐特何以能凌駕於蘇格蘭登上世界的頂峰，首要因素在蒸餾廠位置，印度班加羅爾氣候炎熱，威士忌熟成時間更快，每年蒸發更大量的Angels Share，相較蘇格蘭酒廠每年散失1.5～2%的原酒，他卻高達12%，也因此取名為Amrut－－印度文中的貪婪天使，象徵他超越年份、超越產區的卓越品質。再者，雅沐特威士忌精心挑選的無泥煤大麥，是採用生長在印度西北的旁遮普邦和拉賈斯坦邦的大麥，前者是由喜馬拉雅山脈雪水融化匯集的象泉河河水灌溉栽種，寒冷的冬天和炎熱的夏天交替，能製造出濃郁風味品質獨特的大麥，麥芽處理廠則是在齋浦爾及德里，處理後運到位在德干高原海拔3000英尺的蒸餾廠，在高級橡木桶熟成至少三年。在蘇格蘭主導的威士忌世界中，雅沐特帶來一股新興風味，其帶有類似日本的線香風味，並有蘇格蘭威士忌的厚實酒體，甫上市就掀起全球品酩者熱烈討論。香氣:波本桶典型的大麥濃郁香氣，如同浸泡在咖啡中的焦糖餅乾甜味與一股雅沐特獨具特色的香料氣息口感:入口後在獨特的甜味中拉開序幕，柔軟滑順的油脂，接著強烈的柑橘香，帶著少許的奶油風味尾韻:深長、優雅與錯綜複雜的橡木與波本風格，帶有奶油、一絲焦糖與可可香氣
320,雅沐特限量雪莉單一純麥威士忌700ml,https://www.609.com.tw/Product/1108012,https://www.609.com.tw/Images/11威士忌/雅沐特終極雪莉.jpg,1108012,"NT$2,599/瓶",雅沐特酒廠有限公司的歷史幾乎和印度獨立後的年代一樣悠久，在過去的60年間奠定成為全世界有名的經濟領導者之一，雅沐特酒業也相同的在其經營規模上有著顯著的成長。雅沐特釀酒廠有限公司於1948年創立，當時投資的金額僅僅只有幾十萬盧幣(將近7萬台幣)，創辦人是已故Shri J.N. Radhakrishna Rao Jagdale(簡稱J.N.R.)，在創辦人的帶領之下，雅沐特酒廠非常快速的成長，成為市場上最受喜愛的印度製造酒供應商。雅沐特何以能凌駕於蘇格蘭登上世界的頂峰，首要因素在蒸餾廠位置，印度班加羅爾氣候炎熱，威士忌熟成時間更快，每年蒸發更大量的Angels Share，相較蘇格蘭酒廠每年散失1.5～2%的原酒，他卻高達12%，也因此取名為Amrut－－印度文中的貪婪天使，象徵他超越年份、超越產區的卓越品質。再者，雅沐特威士忌精心挑選的無泥煤大麥，是採用生長在印度西北的旁遮普邦和拉賈斯坦邦的大麥，前者是由喜馬拉雅山脈雪水融化匯集的象泉河河水灌溉栽種，寒冷的冬天和炎熱的夏天交替，能製造出濃郁風味品質獨特的大麥，麥芽處理廠則是在齋浦爾及德里，處理後運到位在德干高原海拔3000英尺的蒸餾廠，在高級橡木桶熟成至少三年。經的起時間考驗的傳統雪莉橡木風味中帶點創新，這就是製作雅沐特「終極雪莉」單一麥芽威士忌的過程。蒸餾出來的新酒放入首次填充的波本桶後，再轉入首次裝填的西班牙Oloroso雪莉桶熟成一年以上來增加雪莉風格，再過桶回首次填充的波本桶，繁複的過桶工序增加複雜且多層次的終極雪利風格香氣:非比尋常的餅乾香味，豐潤的蛋糕香甜帶著果香、辛香、橡木風味，複雜且多層次的雪莉風味結合波本桶的風格口感:橡木風味帶有多汁葡萄乾和辛香的延續性，令人垂涎欲滴，口中彷彿滿溢著大麥的香甜，但卻有著香橙、蜂蜜的滋味，使雪莉風味隨著唾液擴散且繞樑三日綿延不絕尾韻:綿長而優雅的尾韻，濃郁的太妃糖及巧克力的風味帶出的其強烈的風格
321,雅沐特豪邁老虎雪莉單桶原酒威士忌#4683l,https://www.609.com.tw/Product/1108013,https://www.609.com.tw/Images/11威士忌/雅沐特老虎桶.jpg,1108013,"NT$8,800/瓶",雅沐特酒廠有限公司的歷史幾乎和印度獨立後的年代一樣悠久，在過去的60年間奠定成為全世界有名的經濟領導者之一，雅沐特酒業也相同的在其經營規模上有著顯著的成長。雅沐特釀酒廠有限公司於1948年創立，當時投資的金額僅僅只有幾十萬盧幣(將近7萬台幣)，創辦人是已故Shri J.N. Radhakrishna Rao Jagdale(簡稱J.N.R.)，在創辦人的帶領之下，雅沐特酒廠非常快速的成長，成為市場上最受喜愛的印度製造酒供應商。雅沐特何以能凌駕於蘇格蘭登上世界的頂峰，首要因素在蒸餾廠位置，印度班加羅爾氣候炎熱，威士忌熟成時間更快，每年蒸發更大量的Angels Share，相較蘇格蘭酒廠每年散失1.5～2%的原酒，他卻高達12%，也因此取名為Amrut－－印度文中的貪婪天使，象徵他超越年份、超越產區的卓越品質。再者，雅沐特威士忌精心挑選的無泥煤大麥，是採用生長在印度西北的旁遮普邦和拉賈斯坦邦的大麥，前者是由喜馬拉雅山脈雪水融化匯集的象泉河河水灌溉栽種，寒冷的冬天和炎熱的夏天交替，能製造出濃郁風味品質獨特的大麥，麥芽處理廠則是在齋浦爾及德里，處理後運到位在德干高原海拔3000英尺的蒸餾廠，在高級橡木桶熟成至少三年。在蘇格蘭主導的威士忌世界中，雅沐特帶來一股新興風味，其帶有類似日本的線香風味，並有蘇格蘭威士忌的厚實酒體，甫上市就掀起全球品酩者熱烈討論。
322,雅沐特真橙限定款單一純麥威士忌700ml,https://www.609.com.tw/Product/110945,https://www.609.com.tw/Images/11威士忌/雅沐特真橙.jpg,110945,"NT$4,000/瓶",雅沐特酒廠有限公司的歷史幾乎和印度獨立後的年代一樣悠久，在過去的60年間奠定成為全世界有名的經濟領導者之一，雅沐特酒業也相同的在其經營規模上有著顯著的成長。雅沐特釀酒廠有限公司於1948年創立，當時投資的金額僅僅只有幾十萬盧幣(將近7萬台幣)，創辦人是已故Shri J.N. Radhakrishna Rao Jagdale(簡稱J.N.R.)，在創辦人的帶領之下，雅沐特酒廠非常快速的成長，成為市場上最受喜愛的印度製造酒供應商。雅沐特何以能凌駕於蘇格蘭登上世界的頂峰，首要因素在蒸餾廠位置，印度班加羅爾氣候炎熱，威士忌熟成時間更快，每年蒸發更大量的Angels Share，相較蘇格蘭酒廠每年散失1.5～2%的原酒，他卻高達12%，也因此取名為Amrut－－印度文中的貪婪天使，象徵他超越年份、超越產區的卓越品質。再者，雅沐特威士忌精心挑選的無泥煤大麥，是採用生長在印度西北的旁遮普邦和拉賈斯坦邦的大麥，前者是由喜馬拉雅山脈雪水融化匯集的象泉河河水灌溉栽種，寒冷的冬天和炎熱的夏天交替，能製造出濃郁風味品質獨特的大麥，麥芽處理廠則是在齋浦爾及德里，處理後運到位在德干高原海拔3000英尺的蒸餾廠，在高級橡木桶熟成至少三年。在蘇格蘭主導的威士忌世界中，雅沐特帶來一股新興風味，其帶有類似日本的線香風味，並有蘇格蘭威士忌的厚實酒體，甫上市就掀起全球品酩者熱烈討論。香氣:果香及柑橘、乾果、無花果，充滿了複雜且多層次的雪莉桶風味口感:甜美，更多的柑橘、檸檬、辛香料融合大麥強勁的風味尾韻:餘味綿長，橡木桶、辛香料、薄荷，柑橘巧克力的美妙滋味
323,雅沐特三重奏單一純麥威士忌700ml,https://www.609.com.tw/Product/110946,https://www.609.com.tw/Images/11威士忌/雅沐特三重奏.jpg,110946,"NT$3,500/瓶",雅沐特酒廠有限公司的歷史幾乎和印度獨立後的年代一樣悠久，在過去的60年間奠定成為全世界有名的經濟領導者之一，雅沐特酒業也相同的在其經營規模上有著顯著的成長。雅沐特釀酒廠有限公司於1948年創立，當時投資的金額僅僅只有幾十萬盧幣(將近7萬台幣)，創辦人是已故Shri J.N. Radhakrishna Rao Jagdale(簡稱J.N.R.)，在創辦人的帶領之下，雅沐特酒廠非常快速的成長，成為市場上最受喜愛的印度製造酒供應商。雅沐特何以能凌駕於蘇格蘭登上世界的頂峰，首要因素在蒸餾廠位置，印度班加羅爾氣候炎熱，威士忌熟成時間更快，每年蒸發更大量的Angels Share，相較蘇格蘭酒廠每年散失1.5～2%的原酒，他卻高達12%，也因此取名為Amrut－－印度文中的貪婪天使，象徵他超越年份、超越產區的卓越品質。再者，雅沐特威士忌精心挑選的無泥煤大麥，是採用生長在印度西北的旁遮普邦和拉賈斯坦邦的大麥，前者是由喜馬拉雅山脈雪水融化匯集的象泉河河水灌溉栽種，寒冷的冬天和炎熱的夏天交替，能製造出濃郁風味品質獨特的大麥，麥芽處理廠則是在齋浦爾及德里，處理後運到位在德干高原海拔3000英尺的蒸餾廠，在高級橡木桶熟成至少三年。在蘇格蘭主導的威士忌世界中，雅沐特帶來一股新興風味，其帶有類似日本的線香風味，並有蘇格蘭威士忌的厚實酒體，甫上市就掀起全球品酩者熱烈討論。香氣:豐富的花香、蜂蜜、堅果，香草與木質香氣，同時濃郁的柑橘及熱帶水果氣息繚繞不散 口感:蜜餞，微妙的木頭香帶著淡淡的泥煤味，以及豐富的香料層次尾韻:溫暖回甘，餘韻深長
324,雅沐特精選泥煤強度原酒威士忌700ml,https://www.609.com.tw/Product/111063,https://www.609.com.tw/Images/11威士忌/雅沐特精選泥煤原酒.jpg,111063,"NT$2,500/瓶",雅沐特酒廠有限公司的歷史幾乎和印度獨立後的年代一樣悠久，在過去的60年間奠定成為全世界有名的經濟領導者之一，雅沐特酒業也相同的在其經營規模上有著顯著的成長。雅沐特釀酒廠有限公司於1948年創立，當時投資的金額僅僅只有幾十萬盧幣(將近7萬台幣)，創辦人是已故Shri J.N. Radhakrishna Rao Jagdale(簡稱J.N.R.)，在創辦人的帶領之下，雅沐特酒廠非常快速的成長，成為市場上最受喜愛的印度製造酒供應商。雅沐特何以能凌駕於蘇格蘭登上世界的頂峰，首要因素在蒸餾廠位置，印度班加羅爾氣候炎熱，威士忌熟成時間更快，每年蒸發更大量的Angels Share，相較蘇格蘭酒廠每年散失1.5～2%的原酒，他卻高達12%，也因此取名為Amrut－－印度文中的貪婪天使，象徵他超越年份、超越產區的卓越品質。 Portonova其名稱來自印度西岸的一個城市名Portonoya，該城市在16-18世紀時曾受到葡萄牙殖民，波特新星是一支無泥煤的單一麥芽威士忌，作法是最初放入美國全新白橡木桶以及波本桶中熟成後轉入首次填充的葡萄牙波特桶最後再回到波本桶。波特新星不論是在香氣和味覺都有著充滿活力的異國情調，帶著濃郁的葡萄乾、香草、櫻桃利口酒和辛香料口感，其獨特性在於充滿口腔非比尋常的滑順口感，完全感受不出62.1%原桶強度的高酒精度。 榮獲MMA麥芽狂人最佳創意桶獎，威士忌聖經Jim Murray形容波特新星如同越矩，他還強調 世界上我從來沒有品嘗過如此獨特風味的威士忌。 香氣:煙燻大麥、奶油燻鮭魚與胡椒完美呈現豐富飽滿的香氣口感:初嘗帶有輕洌口感，中段有令人驚喜的強烈泥煤麥芽風味有如海浪般奔騰而來，伴隨著堅果及橡木氣息尾韻:典型而綿長，豐沛地泥煤香氣泉湧而出，並縈繞著橡木、甘草、蜂蜜的芬芳甘甜，令人驚艷，可稱為年度最佳的泥煤風味餘韻
325,雅沐特波特新星單一純麥威士忌700ml,https://www.609.com.tw/Product/111064,https://www.609.com.tw/Images/11威士忌/雅沐特波特新星.jpg,111064,"NT$4,200/瓶",雅沐特酒廠有限公司的歷史幾乎和印度獨立後的年代一樣悠久，在過去的60年間奠定成為全世界有名的經濟領導者之一，雅沐特酒業也相同的在其經營規模上有著顯著的成長。雅沐特釀酒廠有限公司於1948年創立，當時投資的金額僅僅只有幾十萬盧幣(將近7萬台幣)，創辦人是已故Shri J.N. Radhakrishna Rao Jagdale(簡稱J.N.R.)，在創辦人的帶領之下，雅沐特酒廠非常快速的成長，成為市場上最受喜愛的印度製造酒供應商。雅沐特何以能凌駕於蘇格蘭登上世界的頂峰，首要因素在蒸餾廠位置，印度班加羅爾氣候炎熱，威士忌熟成時間更快，每年蒸發更大量的Angels Share，相較蘇格蘭酒廠每年散失1.5～2%的原酒，他卻高達12%，也因此取名為Amrut－－印度文中的貪婪天使，象徵他超越年份、超越產區的卓越品質。 Portonova其名稱來自印度西岸的一個城市名Portonoya，該城市在16-18世紀時曾受到葡萄牙殖民，波特新星是一支無泥煤的單一麥芽威士忌，作法是最初放入美國全新白橡木桶以及波本桶中熟成後轉入首次填充的葡萄牙波特桶最後再回到波本桶。波特新星不論是在香氣和味覺都有著充滿活力的異國情調，帶著濃郁的葡萄乾、香草、櫻桃利口酒和辛香料口感，其獨特性在於充滿口腔非比尋常的滑順口感，完全感受不出62.1%原桶強度的高酒精度。 榮獲MMA麥芽狂人最佳創意桶獎，威士忌聖經Jim Murray形容波特新星如同越矩，他還強調 世界上我從來沒有品嘗過如此獨特風味的威士忌。 色澤:深琥珀色香氣:布丁、水果、焦糖融合濃厚的橡木風味以及蘋果派口感:波特桶融合香料、果醬交織著焦糖和橡木風味尾韻:很長的尾韻並帶有厚重的橡木味，伴隨著更多的可可風味，餘味的黑糖甜取代了原有的莓果味，非常複雜的口感變化
326,雅沐特金典單一純麥威士忌700ml,https://www.609.com.tw/Product/111925,https://www.609.com.tw/Images/11威士忌/雅沐特金典.jpg,111925,"NT$1,060/瓶",Amrut distillery 的前身為於 1948 成立的 Amrut Laboratories，由 Shri J N Radhakrishna 建立，業務為酒精飲品的調配及裝瓶。Amrut 於五六十年代主力生產一款名為 Amrut XXX 的 Rum 酒及一款稱為 Silver Cup 的白蘭地，銷售對象為印度軍方及大眾市場。Amrut 於七十年代銷售一款用本地葡萄 Bangalore Blue 釀製的白蘭地 Bejois，Amrut 本身最初並不是生產威士忌的，這情況一直至八十年代開始才有所改變。從80年代才開始蒸餾、研發的雅沐特威士忌酒廠，在十年前首度在英國蘇格蘭格拉斯高發表其第一款單一麥芽威士忌，短短數年的時間便驚豔全球酒饕，令各大知名酒評家迷醉。雅沐特 金典 單一麥芽威士忌，100%採用印度原廠栽種六稜大麥，內容勾兌 美國白橡木波本桶 及 頂級西班牙PX雪莉桶，柔順豐富的多元風味，最適合台灣料理酒食融合的味覺饗宴，包裝上搭配搶眼的香檳金，同步帶來視覺體感至高無上的尊榮享受。香氣:成熟的蘋果皮，黑巧克力，少量乾果，蜂蜜，胡椒粉。口感:帶些許酸味的甜味，木頭，葡萄酒和巧克力的澀味。餘韻:胡椒乾水果撒上巧克力。
327,雅沐特原桶強度單一純麥威士忌700ml,https://www.609.com.tw/Product/112014,https://www.609.com.tw/Images/11威士忌/雅沐特原桶強度.jpg,112014,"NT$2,050/瓶",雅沐特Amrutru精心挑選來自生長在印度西北的旁遮普邦Punjab和拉賈斯坦邦Rajasthan旁由喜馬拉雅山脈融化匯集的象泉河Sutlej水灌溉的大麥，處理後運至位於印度得乾高原海拔3000英尺的雅沐特酒廠蒸餾與熟成。由於氣候炎熱，威士忌熟成時間快，相較蘇格蘭酒廠每年散失1.5~2%的橡木桶陳年揮發耗損Angels Share，雅沐特更蒸發高達12%~16%的大量原酒，且每桶酒都是由大師親自測試，更顯超越年分、超越產區的卓越品質。雅沐特威士忌全系列包裝全新上市，以不經冷凝不添加焦糖呈現最高品質，原桶強度下的風味，更顯層次。香氣:餅乾，果味，無花果，草藥，偉特糖，胡椒味。口感:餅乾和水果，柑橘，麥芽現在興起，略帶焦油，太妃糖。餘韻:深長、優雅與錯綜複雜的橡木與波本風格，帶有奶油、一絲焦糖與可可香氣。
328,艾摩利克Armorik雪莉過桶單一純麥威士忌700ml,https://www.609.com.tw/Product/111939,https://www.609.com.tw/Images/11威士忌/艾摩利克Armorik雪莉過桶.jpg,111939,"NT$1,199/瓶",Warenghem Spirits始於1900年，當時Warenghem家族從法國北部搬到了拉尼翁。萊昂·瓦倫格（L?onWarenghem）創立了釀酒廠，該釀酒廠最初專門生產水果，植物甜酒和奶油。首創產品Elixird Armorique取得了巨大成功，開始了業務。然而，真正使Warenghem釀酒廠發生革命的是1987年，第一批不列顛和法國威士忌WB的誕生。不久之後，1998年推出了第一款不列顛單一麥芽威士忌，即Armorik。直到2010年，釀酒廠才開始將其產品出口到世界各地。這款特別的產品已在雪利酒桶中陳釀。Warengham在酒窖中像葡萄酒一樣使它們陳釀，從而讓他們的酒單真正複雜化。香氣:紅葡萄酒的濃郁度，黑胡椒和新鮮橙子的平衡。口感:濃郁的巧克力味，在背景中慢慢散發出紅蘋果和黑加侖的味道。餘韻:餘韻裡有輕微的礦物質味，儘管雪利酒仍然保留著甜味。
329,艾摩利克Armorik雙桶陳釀單一純麥威士忌700ml,https://www.609.com.tw/Product/111943,https://www.609.com.tw/Images/11威士忌/艾摩利克雙桶.jpg,111943,"NT$1,199/瓶",Warenghem Spirits始於1900年，當時Warenghem家族從法國北部搬到了拉尼翁。萊昂·瓦倫格（L?onWarenghem）創立了釀酒廠，該釀酒廠最初專門生產水果，植物甜酒和奶油。首創產品Elixird Armorique取得了巨大成功，開始了業務。然而，真正使Warenghem釀酒廠發生革命的是1987年，第一批不列顛和法國威士忌WB的誕生。不久之後，1998年推出了第一款不列顛單一麥芽威士忌，即Armorik。直到2010年，釀酒廠才開始將其產品出口到世界各地。來自法國布列塔尼的Warenghem酒廠的是一種複雜的單一麥芽，該麥芽首先用布列塔尼的橡木桶陳釀。然後，將威士忌移至雪利酒橡木酒桶中作最後熟成。香氣:果香而優雅，顯示出柑橘和蘋果的美麗香氣，還有咸奶油焦糖。口感:良好的木質味，迅速變為穀物。餘韻:蜂蜜，穀物和令人愉悅的海洋風味。
330,麥卡倫1824風華Sienna單一純麥威士忌(橘),https://www.609.com.tw/Product/1108161,https://www.609.com.tw/Images/11威士忌/麥卡倫1824sienna.jpg,1108161,"NT$2,999/瓶",不斷在時代中追求創新，麥卡倫酒廠三百年歷史的精神堡壘Easter Elchies House 依舊傲立在斯貝河畔旁，那份不變的驕傲和堅持，也就是麥卡倫一直保有的精神， 這樣的堅持才能與雋永的內涵相得益彰，成就經典中的經典。 來自於威士忌的故鄉蘇格蘭北部斯貝河畔區的麥卡倫，是取自單一酒廠的純麥威士忌。位於斯貝河畔區，擁有蘇格蘭北部絕佳的純淨水質與釀酒氣候、地形等天然優 勢，天生就注定要成為威士忌的頂級精品。 麥卡倫除了擁有先天的水質、氣候和地形等優勢，對每一個製酒環節更是有著超乎 奢侈的堅持，也才能打造這無與倫比的醇和口感與豐富香氣。清澈、純淨的水源是 釀造優質純麥威士忌的第一步，當河水從蘇格蘭山丘或沼澤地慢慢流淌至酒廠時，流經過發源地、浸染了這塊土地裡的純淨與精華，大自然賦予的氣息造就了威士忌 的獨特風味。1824係列是麥卡倫酒廠專門為旅遊零售通路所設計的專屬係列酒款，由麥卡倫首席釀酒師Bob Dalgarno精心打造，1824係列傳遞出麥卡倫威士忌一向最引以為傲的兩大元素- 雪莉桶特質和天然酒色。而新推出的麥卡倫1824係列，更用心強調麥卡倫對于頂級橡木桶品質的執著，與卓越出眾的釀造工藝，以酒液最原始自然的面貌為主題，推出四款1824係列珍藏威士忌，由Bob Dalgarno大師親手操刀，使用四種不同的橡木桶。孕育出四款不同酒色的威士忌，並且以顏色而非年分命名，四款酒款分別為Gold、Amber、Sienna、Ruby，不同的橡木桶除了塑造出不同的酒色。四款在酒液的風味上也深具影響，由淺到深，柑橘橙果的風味轉換成水果幹的濃鬱滋味。色澤：明顯黃金和琥珀色香氣：熱帶水果的迷人組合，葡萄乾，葡萄乾和迪麥糖。一些五香橙色給人一種苦澀的感受，這是由香草，焦糖，金糖漿和桂皮所引導。口感：開頭相同的五香苦橙注，成為香甜可口多汁的乾果，金糖漿和芒果。有些許成熟的生薑和肉桂增加深度和複雜性。餘韻：有很好的平衡-木材香料適度的融合，多汁水果乾，橙油和奶油糖果。2014年威士忌聖經-金牌
